role,company,ai_related
VP of Research & Deep Learning Lead,Google DeepMind,True
VP of Research & Deep Learning Lead,Google DeepMind,True
VP of Research & Deep Learning Lead,Google DeepMind,True
VP of Research & Deep Learning Lead,Google DeepMind,True
Booster Final Integration Tech,SpaceX,False
engineer,Instagram,False
NA,NA,False
NA,NA,True
Owner and content creator,agadmator's Chess Channel,False
U.S. Senator,NA,False
Head of Instagram,NA,False
Professor,HarvardHBS,False
NA,NA,False
NA,NA,False
White House National Security Advisor,NA,False
NA,NA,False
NA,NA,False
scientist,NA,False
scientist,NA,False
NA,National Aeronautics and Space Administration,False
Founder/CEO,AdobeSign,False
co-founder,Duolingo,True
Science journalist,NA,False
NA,NA,False
NA,CNN,False
Entrepreneur,NA,False
Entrepreneur,NA,False
Entrepreneur,NA,False
NA,NA,False
Chair and CEO,AMD,False
Chair and CEO,AMD,False
Chair and CEO,AMD,False
NA,NA,False
Founder,Tesla; SpaceX,True
Astronomer,NA,False
Mathematician,Cornell,False
Professor,Harvard,False
NA,NA,False
NA,Coincenter,False
Creative Director,Midjourney,True
NA,NA,False
Senior writer,New York Times,False
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,False
researcher,HarvardChanSPH,False
co-founder,airbnb,False
co-founder,airbnb,False
CEO,newamerica,False
CEO,newamerica,False
NA,NA,False
NA,sundaysignal,True
Director of Research,ARKinvest,True
Mayor,City of Boston,False
NA,Axios,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
VC,FirstRound,False
NA,NA,False
NA,NA,False
science integrity consultant,NA,False
NA,WolframResearch,True
NA,WolframResearch,True
NA,NA,False
NA,NA,False
NA,NA,False
Founder & President,ITSAfoundation,False
Mayor,City and County of San Francisco,False
NA,TakeoffAI,True
NA,TakeoffAI,True
NA,NA,True
Staff Writer,The Atlantic,False
NA,NA,False
Author,NA,False
Author,NA,False
Founder,Molly Wood Media,True
Author,NA,False
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
Researcher,NA,True
NA,American Association for the Advancement of Science,False
Writer,Bloomberg,False
Writer,Bloomberg,False
Writer,Bloomberg,False
Exec Chair,Netflix,False
Exec Chair,Netflix,False
Exec Chair,Netflix,False
Foreign Correspondent,The Economist,False
Contributing Writer,Rolling Stone,False
Founder/CTO,the App Brewery,False
Researcher,Stanford AI Lab,True
Researcher,Stanford AI Lab,True
Researcher,Stanford AI Lab,True
Researcher,Stanford AI Lab,True
Researcher,Stanford AI Lab,True
NA,Stanford AI Lab,True
Founder/CEO,Geometric Intelligence,True
Founder/CEO,Geometric Intelligence,True
Founder/CEO,Geometric Intelligence,True
NA,NA,False
Teacher,Johns Hopkins,False
NA,NA,False
CEO,Greener Process,False
NA,NA,True
NA,NA,True
Co-Founder,Novara Media,False
NA,NA,False
Theoretical Physicist,Caltech,False
NA,NA,False
NA,NA,False
CEO,Scale AI,True
CEO,Scale AI,True
CEO,Scale AI,True
CEO,Scale AI,True
Co-Founder,NA,False
Enterprise,Baidu Inc.,True
President,Chiba Institute of Technology,False
NA,NA,False
Futurist,NA,True
Co-Founder,Sierra Platform,True
Co-Founder,Sierra Platform,True
Co-Founder,Sierra Platform,True
Co-Founder,Sierra Platform,True
NA,NA,False
NA,NA,False
NA,NA,False
Diplomatic Correspondent,The New York Times,False
co-founder,Makerpad,True
NA,NA,False
venture capitalist,HyperGuap,False
Editor and chief writer,The Washington Post,False
Author,NA,False
Editor-in-Chief,Mother Jones,False
NA,NASA,True
NA,NA,False
Investor,BTC Frontier Fund,False
NA,NA,False
comedian,NA,False
NA,Office of the Texas Attorney General,False
CEO,Lockheed Martin,False
President,British Chambers of Commerce,False
President,British Chambers of Commerce,False
President,British Chambers of Commerce,False
President,British Chambers of Commerce,False
NA,Stanford Artificial Intelligence Laboratory,True
NA,Stanford Artificial Intelligence Laboratory,True
NA,NA,False
NA,NA,False
CEO,Uber,False
NA,NA,True
NA,NA,True
CMO,Verizon,False
co-founder,Paradigm,True
Head,WhatsApp,False
co-founder,Paradigm,True
NA,NA,False
NA,NA,True
NA,NA,False
founder,Behance,False
founder,Behance,False
NA,NA,False
co-founder,The Atlantic,False
co-founder,The Atlantic,False
co-founder,The Atlantic,False
co-founder,The Atlantic,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,True
NA,NA,True
NA,NA,False
researcher,CEA,True
researcher,NA,True
researcher,NA,True
NA,NA,False
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
co-founder,Microsoft AI,True
NA,NA,False
NA,NA,False
storyteller,NA,False
NA,NA,False
Investor,01A,False
co-founder,PlayHiddenDoor,True
co-founder,PlayHiddenDoor,True
NA,NA,False
co-founder,Riot Games,True
Director,Stanford AI Lab,True
Director,Stanford AI Lab,True
Director,Stanford AI Lab,True
Director,Stanford AI Lab,True
Director,Stanford AI Lab,True
Director,Stanford AI Lab,True
Founder,Altimeter Capital,False
Managing Partner & CIO,Atreides Management,False
NA,NA,False
NA,NA,False
Photographer,National Geographic,False
Asia tech columnist,New York Times,False
Asia tech columnist,New York Times,False
NA,NA,True
NA,NA,True
NA,CySecurity News,True
CEO & co-founder,Lightspark,True
CEO & co-founder,Lightspark,True
CEO & co-founder,Lightspark,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
NA,NA,True
co-founder,"Palantir Technologies, Addepar, UAustinOrg, 8VC, Institute Cicero",False
co-founder,"Palantir Technologies, Addepar, UAustinOrg, 8VC, Institute Cicero",False
co-founder,"Palantir Technologies, Addepar, UAustinOrg, 8VC, Institute Cicero",False
investor,"HaystackVC, LightspeedVP",False
NA,NA,False
NA,NA,False
NA,NA,False
reporter,NA,False
Chief of Space Operations,Space Force DoD,False
NA,NA,False
cartoonist,NA,False
NA,NA,False
NA,NA,True
author,NA,False
CEO,Abacus AI,True
CEO,Abacus AI,True
CEO,Abacus AI,True
NA,NA,False
researcher,"Munk School of Global Affairs & Public Policy, University of Toronto",True
investor,"SpaceX, Passionflix, Cloud9, Neuralink, Tesla, Boring Company, X, Coinbase, Groq Inc, Stability AI, MyDogeOfficial",True
NA,"NASA, DLR Space Agency",True
CEO,Figma,False
CEO,Figma,False
CEO,Figma,False
professor,Princeton University,True
professor,Princeton University,True
professor,Princeton University,True
professor,Princeton University,True
professor,Princeton University,True
NA,New York University School of Law,False
physicist,NA,False
physicist,NA,False
CEO,Detect,False
ambassador,NA,False
Y,NA,False
Y,NA,False
Y,NA,False
Y,NA,False
Y,NA,False
founder,Munro & Associates,False
author,NA,False
author,NA,False
author,NA,False
author,NA,False
researcher,NA,True
NA,NA,False
NA,Wharton School of the University of Pennsylvania,False
NA,RSA,False
editor-in-chief,The Babylon Bee,False
co-founder,Turpentine Media,False
NA,NA,False
NA,NA,False
senator,NA,False
reporter,Wall Street Journal,False
NA,NA,False
engineer,"blockpartyapp, privacypartyapp",False
engineer,"blockpartyapp, privacypartyapp",False
co-founder,"TheAscendCo, Black Innovation Lab, BlackGirlsCode",False
NA,NA,False
NA,NA,False
Head of AI,PredeloHQ,True
Distinguished Engineer,GitHub,True
Editor,Financial Times,False
Editor,Financial Times,False
Professor,Harvard Kennedy School,False
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
Professor,Stanford,True
Founder,"a16z, coinbase, GoldmanSachs, TruStory, DappCamp",False
NA,NA,False
Director,WayneCountyMI,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
author,NA,False
NA,NA,False
NA,BBC HARDtalk,False
professor,"Graphics Press, Hogpen Hill Farms, ET Modern Gallery",False
NA,NA,False
NA,European Space Agency,False
NA,CommunityNotes,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
Editor at Large,WIRED,False
NA,NA,True
NA,NA,True
CTO,Meta,True
CTO,Meta,True
NA,NA,False
NA,Mathematical Association of America,False
mathematician,NA,False
mathematician,NA,False
CEO,Quora,False
CEO,Quora,False
CEO,Quora,False
CEO,Quora,False
NA,NA,False
entrepreneur,NA,False
Managing Editor,platformer,False
NA,Hachette Book Group,False
chief economics commentator,Financial Times,False
NA,Shimano,False
NA,Tesla,False
co-founder / ceo,Periscope,False
author,NA,False
CEO,MavenHQ,False
CEO,SocialProofSec,False
founder,Pando,False
Board member,Guardant Health,False
NA,NA,False
NA,NA,False
NA,Lincoln Center,False
researcher,NA,True
NA,SitPub,False
CEO,DoNotPay,False
NA,NA,False
Senior International Correspondent,The Globe and Mail,False
influencer,NA,False
NA,NA,False
NA,NA,False
investor,Benchmark,False
Co-president,Conseil national du numérique,True
Partner,Gigascale,True
Partner,Gigascale,True
Partner,Gigascale,True
Partner,Gigascale,True
Partner,Gigascale,True
founder,The Information,False
founder,The Information,False
Founder,theinformation,False
NA,NA,False
President,European Investment Bank Group,False
NA,NA,False
NA,figma,True
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
Partner,Sequoia,False
Partner,Sequoia,False
Partner,Sequoia,False
Partner,Sequoia,False
staff prompt engineer,scale_ai,True
staff prompt engineer,scale_ai,True
Professor,NA,True
Sr Dev Advocate,GitHub,False
NA,NA,False
NA,NA,False
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
CEO,youSearchEngine,True
Host,Sinica Podcast,False
Host,Sinica Podcast,False
NA,NA,False
NA,NA,False
founder,extropic_ai,True
founder,extropic_ai,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
co-founder,Perceptual Machines,True
founder,extropic_ai,True
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,Mars Technology Institute,False
NA,NA,True
NA,NA,False
co-founder,FastDotAI,True
co-founder,FastDotAI,True
NA,NA,False
Vice Chair and President,Microsoft,False
AI Evangelist,Adobe,True
Writer,NA,False
NA,NA,False
NA,ChaincodeLabs,False
co-founder,Algorithmic Justice League,True
co-founder,Algorithmic Justice League,True
co-founder,Algorithmic Justice League,True
co-founder,Algorithmic Justice League,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
researcher,Google DeepMind,True
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
Y,NA,False
NA,NA,False
researcher,Astera Institute,True
researcher,Astera Institute,True
researcher,Astera Institute,True
researcher,Astera Institute,True
researcher,Astera Institute,True
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
entrepreneur,NA,False
co-founder,Urban Ocean Lab,False
NA,NA,False
reporter,NA,False
co-founder,"Seva Foundation, The Well",False
researcher,"StanfordCISAC, FSIStanford",False
NA,NA,False
NA,"National Academies of Sciences, Engineering, and Medicine",False
NA,"National Academies of Sciences, Engineering, and Medicine",False
NA,KQED,False
NA,TeraflopAI,True
NA,TeraflopAI,True
reporter,Globe and Mail,False
anchor,CNN,False
anchor,CNN,False
NA,NA,False
author,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,NA,False
NA,Discover Magazine,False
researcher,OpenAI,True
researcher,OpenAI,True
researcher,OpenAI,True
researcher,OpenAI,True
researcher,OpenAI,True
researcher,OpenAI,True
NA,NA,False
founder,import/export holding companies,False
co-founder,Scrub Capital,False
co-founder,Y Combinator,True
co-founder,Y Combinator,True
Lead product,Google AI Studio,True
Lead product,Google AI Studio,True
NA,NA,False
author,Calculated Risk,False
founder,Good Steward Partners,False
founder,Good Steward Partners,False
researcher,CNRS,True
researcher,CNRS,True
NA,NA,False
NA,VoltronData,True
NA,VoltronData,True
NA,VoltronData,True
NA,NA,False
President,Signal,True
President,Signal,True
President,Signal,True
President,Signal,True
founder,w_conviction,True
founder,w_conviction,True
founder,w_conviction,True
NA,NA,True
NA,NA,True
NA,AnthropicAI,True
NA,AnthropicAI,True
NA,AnthropicAI,True
NA,AnthropicAI,True
NA,AnthropicAI,True
co-CEO,Waymo One,False
co-CEO,Waymo One,False
Founder,smolmodels,True
NA,NA,False
NA,NA,False
NA,NA,True
Venture Partner,SignalFire,False
Venture Partner,SignalFire,False
publisher,Forbes,False
NA,WorldBank Group,False
Founder & CEO,Zoom,False
Founder & CEO,Zoom,False
co-founder & CEO,HuggingFace,True
co-founder & CEO,HuggingFace,True
co-founder & CEO,HuggingFace,True
co-founder & CEO,HuggingFace,True
co-founder & CEO,HuggingFace,True
co-founder & CEO,HuggingFace,True
NA,NA,False
NA,NA,False
co-founder,404mediaco,False
NA,NA,False
NA,NA,False
NA,NA,True
NA,NA,False
NA,NA,False
Chief Executive,resfoundation,False
Editor,Bloomberg Businessweek,False
Creator,NA,False
Y,NA,False
Chairman/founder,zynga,False
Chairman/founder,zynga,False
Senior White House Correspondent,ABC News,False
NA,NA,False
NA,NA,True
Assistant Professor,New York University,True
Assistant Professor,New York University,True
Director,The Medical Futurist Institute,True
Author,NA,False
Global Tech Correspondent,axios,False
Y,NA,False
China reporter,axios,False
Deputy Editor,OurWorldinData,True
CNBC Contributor,NA,False
supporter/investor,NA,True
Author,NA,False
Founder,CowboyVC,True
NA,NewDemocracy,False
NA,NA,False
NA,NA,True
NA,NA,True
NA,NA,True
Author,MSR-NYC,True
Author,MSR-NYC,True
Author,MSR-NYC,True
Author,MSR-NYC,True
